Metabolite ID,Metabolites Names
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_2_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_3_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_516_1_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_517_1_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_517_1_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_1_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_516_2_c_521_1_c_522_2_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_2_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_517_1_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_517_1_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_3_c_521_1_c_522_3_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_3_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_1_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_2_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_517_1_c_521_1_c_522_1_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_2_c_521_1_c_522_1_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_2_c_521_1_c_522_2_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_2_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_516_2_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_517_1_c_521_1_c_522_4_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_1_c_521_1_c_522_3_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_2_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_2_c_521_1_c_522_3_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_517_2_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_516_2_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_516_1_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_1_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_1_c_521_1_c_522_4_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_1_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_517_2_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_517_1_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_516_1_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_3_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_1_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_516_2_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_517_1_c_521_1_c_522_4_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_1_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_1_c_521_1_c_522_4_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_3_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_3_c_521_1_c_522_4_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_516_1_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_516_1_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_1_c_521_1_c_522_2_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_516_1_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_1_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_517_2_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_1_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_3_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_1_c_521_1_c_522_2_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_2_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_3_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_2_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_2_c_521_1_c_522_4_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_1_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_517_2_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_516_2_c_521_1_c_522_1_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_517_2_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_1_c_521_1_c_522_3_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_3_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_516_1_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_1_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_2_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_2_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_517_2_c_521_1_c_522_4_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_1_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_1_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_2_c_521_1_c_522_2_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_517_2_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_3_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_517_1_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_1_c_521_1_c_522_4_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_517_2_c_521_1_c_522_4_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_3_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_3_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_516_2_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_516_2_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_517_1_c_521_1_c_522_3_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_1_c_521_1_c_522_4_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_2_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_516_1_c_521_1_c_522_2_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_3_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_517_2_c_521_1_c_522_4_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_3_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_1_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_516_2_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_516_1_c_521_1_c_522_4_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_2_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_516_2_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_517_1_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_4126_1_l,MANBA
_8706_4_g,B3GALNT1
_8706_1_g,B3GALNT1
_8706_3_g,B3GALNT1
_8706_2_g,B3GALNT1
_10317_4_g,B3GALT5
_10317_1_g,B3GALT5
_10317_3_g,B3GALT5
_10317_2_g,B3GALT5
_10317_5_g,B3GALT5
_84002_1_g,B3GNT5
_570_1_x,BAAT
_3141_1_c,HLCS
_3141_1_m,HLCS
_53630_1_c,BCMO1
_622_2_m,BDH1
_622_3_m,BDH1
_622_1_m,BDH1
_56052_1_c,ALG1
_10599_1_c,SLCO1B1
_645_1_c,BLVRB
_644_1_c,BLVRA
_9488_1_r,PIGB
_10380_1_c,BPNT1
_686_1_c,BTD
_686_1[e],BTD
_686_1_m,BTD
_80704_1_c,SLC19A3
_7108_1_r,TM7SF2
_50814_1_r,NSDHL
_3295_1_r,HSD17B4
_6307_1_r,MSMO1
_492_1_c,ATP2B3
_491_1_c,ATP2B2
_490_1_c,ATP2B1
_493_1_c,ATP2B4
_6547_6_c,SLC8A3
_6547_4_c,SLC8A3
_6547_2_c,SLC8A3
_6546_1_c,SLC8A1
_6547_1_c,SLC8A3
_6547_5_c,SLC8A3
_6543_1_c,SLC8A2
_6547_3_c,SLC8A3
_1373_1_m,CPS1
_1373_2_m,CPS1
_873_1_c,CBR1
_10423_1_c,CDIPT
_10423_2_c,CDIPT
_1040_1_c,CDS1
_8760_1_m,CDS2
_10390_1_c,CEPT1
_10087_1_c,COL4A3BP
_10257_1_c,ABCC4
_10057_2_c,ABCC5
_10057_1_c,ABCC5
_1103_4_c,CHAT
_1103_2_c,CHAT
_1103_3_c,CHAT
_1103_1_c,CHAT
_1103_4_n,CHAT
_1103_1_n,CHAT
_1103_3_n,CHAT
_1103_2_n,CHAT
_6579_1_c,SLCO1A2
_55349_1_m,CHDH
_1120_2_c,CHKB
_1119_1_c,CHKA
_1120_1_c,CHKB
_1119_2_c,CHKA
_60482_1_c,SLC5A7
_6582_1_c,SLC22A2
_6584_1_c,SLC22A5
_6582_2_c,SLC22A2
_10948_1_c,STARD3
_171425_1_c,CLYBL
_171425_2_c,CLYBL
_9058_1_c,SLC13A2
_6576_1_c,SLC25A1
_65010_1_c,SLC26A6
_65010_3_c,SLC26A6
_65010_2_c,SLC26A6
_54675_1_c,CRLS1
_10559_1_c,SLC35A1
_55907_1_c,CMAS
_55907_1_n,CMAS
_8034_1_c,SLC25A16
_51805_1_m,COQ3
_51004_1_m,COQ6
_51004_2_m,COQ6
_10229_1_m,COQ7
_9245_1_g,GCNT3
_2650_1_g,GCNT1
_51301_1_g,GCNT4
_192134_1_g,B3GNT6
_6535_1_c,SLC6A8
_386757_1_c,SLC6A10P
_1431_1_m,CS
_1431_2_m,CS
_1384_1_m,CRAT
_54677_1_x,CROT
_1384_2_x,CRAT
_1384_3_r,CRAT
_8876_1_c,VNN1
_8875_2_c,VNN2
_55350_3_c,VNN3
_55350_3_c_8875_2_c_8876_1_c,VNN3:VNN2:VNN1
_55350_2_c,VNN3
_55350_2_c_8875_2_c_8876_1_c,VNN3:VNN2:VNN1
_8875_1_c,VNN2
_55350_1_c,VNN3
_55350_1_c_8875_1_c_8876_1_c,VNN3:VNN2:VNN1
_55350_2_c_8875_1_c_8876_1_c,VNN3:VNN2:VNN1
_55350_1_c_8875_2_c_8876_1_c,VNN3:VNN2:VNN1
_55350_3_c_8875_1_c_8876_1_c,VNN3:VNN2:VNN1
_AA081045_1_c,_AA081045_1_c
_AI620219_1_c,_AI620219_1_c
_219_1_c,ALDH1B1
_217_1_c,ALDH2
_AU149534_1_c,_AU149534_1_c
_T83654_1_c,_T83654_1_c
_23428_1_c,SLC7A8
_23428_1_c_6520_1_c,SLC7A8:SLC3A2
_23428_2_c,SLC7A8
_23428_2_c_6520_1_c,SLC7A8:SLC3A2
_1036_1_c,CDO1
_23657_1_c,SLC7A11
_23657_1_c_6520_1_c,SLC7A11:SLC3A2
_57379_1_n,AICDA
_51727_1_c,CMPK1
_51727_1_n,CMPK1
_9162_1_c,DGKI
_1607_1_c,DGKB
_8525_2_c,DGKZ
_160851_1_c,DGKH
_1608_1_c,DGKG
_1607_2_c,DGKB
_8525_1_c,DGKZ
_8527_1_c,DGKD
_1606_1_c,DGKA
_160851_2_c,DGKH
_8526_1_c,DGKE
_8525_3_c,DGKZ
_8527_2_c,DGKD
_1609_1_c,DGKQ
_8525_1_n,DGKZ
_9162_1_n,DGKI
_2745_1_c,GLRX
_51022_2_c,GLRX2
_51022_1_c,GLRX2
_1633_1_n,DCK
_1635_1_c,DCTD
_6319_1_c,SCD
_9415_1_c,FADS2
_8694_1_c,DGAT1
_84649_1_c,DGAT2
_2987_1_c,GUK1
_1716_5_m,DGUOK
_1716_1_m,DGUOK
_1716_4_m,DGUOK
_1716_2_m,DGUOK
_1716_3_m,DGUOK
_1718_1_r,DHCR24
_1717_1_r,DHCR7
_8560_1_c,DEGS1
_8560_2_c,DEGS1
_6783_1_c,SULT1E1
_1719_1_c,DHFR
_1723_1_c,DHODH
_790_1_c,CAD
_1807_1_c,DPYS
_1809_1_c,DPYSL3
_1808_1_c,DPYSL2
_23539_1_c,SLC16A8
_2224_1_x,FDPS
_60386_1_c,SLC25A19
_6185_1_r,RPN2
_1650_1_r,DDOST
_6184_1_r,RPN1
_1603_1_r,DAD1
_1603_1_r_1650_1_r_6184_1_r_6185_1_r,DAD1:DDOST:RPN1:RPN2
_57171_1_r,DOLPP1
_29929_1_r,ALG6
_79053_1_r,ALG8
_79053_3_r,ALG8
_79053_2_r,ALG8
_54344_2_r,DPM3
_8818_1_r,DPM2
_8813_1_r,DPM1
_54344_2_r_8813_1_r_8818_1_r,DPM3:DPM1:DPM2
_8818_2_r,DPM2
_54344_1_r,DPM3
_54344_1_r_8813_1_r_8818_2_r,DPM3:DPM1:DPM2
_54344_1_r_8813_1_r_8818_1_r,DPM3:DPM1:DPM2
_54344_2_r_8813_1_r_8818_2_r,DPM3:DPM1:DPM2
_10195_4_r,ALG3
_10195_1_r,ALG3
_10195_3_r,ALG3
_10195_2_r,ALG3
_79087_1_c,ALG12
_26002_1_c,MOXD1
_1621_1_c,DBH
_6530_1_c,SLC6A2
_6531_1_c,SLC6A3
_6581_1_c,SLC22A3
_64080_1_c,RBKS
_1841_1_c,DTYMK
_1806_1_c,DPYD
_7083_1_c,TK1
_7084_1_c,TK2
_4860_1_c,PNP
_151531_1_c,UPP2
_1854_1_n,DUT
_1892_1_m,ECHS1
_549_1_m,AUH
_2109_2_m,ETFB
_2108_1_m,ETFA
_2108_1_m_2109_2_m,ETFA:ETFB
_2109_1_m,ETFB
_2108_1_m_2109_1_m,ETFA:ETFB
_2110_1_m,ETFDH
_8790_1_c,FPGT
_2530_4_g,FUT8
_2530_1_g,FUT8
_2530_3_g,FUT8
_2530_2_g,FUT8
_2530_5_g,FUT8
_2181_1_c,ACSL3
_22305_2_c,_22305_2_c
_2182_1_c,ACSL4
_2180_1_c,ACSL1
_2181_2_c,ACSL3
_22305_1_c,_22305_1_c
_51703_1_c,ACSL5
_11001_1_c,SLC27A2
_2182_2_c,ACSL4
_116285_1_m,ACSM1
_6785_1_c,ELOVL4
_1962_1_x,EHHADH
_1962_1_x_30_1_x_51_2_x,EHHADH:ACAA1:ACOX1
_3295_1_x,HSD17B4
_30_1_x_3295_1_x_51_1_x,ACAA1:HSD17B4:ACOX1
_1962_1_x_30_1_x_51_1_x,EHHADH:ACAA1:ACOX1
_30_1_x_3295_1_x_51_2_x,ACAA1:HSD17B4:ACOX1
_2194_1_c,FASN
_376497_2_c,SLC27A1
_10999_1_c,SLC27A4
_376497_1_c,SLC27A1
_11000_1_c,SLC27A3
_10998_1_c,SLC27A5
_226_2_c,ALDOA
_226_1_c,ALDOA
_226_3_c,ALDOA
_230_1_c,ALDOC
_229_1_c,ALDOB
_2203_1_c,FBP1
_8789_1_c,FBP2
_5210_1_c,PFKFB4
_5207_1_c,PFKFB1
_5209_1_c,PFKFB3
_5208_1_c,PFKFB2
_197258_1_c,FUK
_80308_1_c,FLAD1
_80308_2_c,FLAD1
_2356_1_m,FPGS
_200010_1_c,SLC5A9
_10841_1_c,FTCD
_10841_2_c,FTCD
_4522_1_c,MTHFD1
_286297_1_c,_286297_1_c
_2519_1[e],FUCA2
_2517_1_l,FUCA1
_2271_1_c,FH
_2184_1_c,FAH
_2271_1_m,FH
_1468_1_c,SLC25A10
_2523_1_g,FUT1
_10690_1_g,FUT9
_85365_1_c,ALG2
_85365_2_c,ALG2
_9334_1_g,B4GALT5
_2683_1_g,B4GALT1
_8703_1_g,B4GALT3
_8704_2_g,B4GALT2
_8704_1_g,B4GALT2
_2819_1_c,GPD1
_5832_1_m,ALDH18A1
_9563_1_r,H6PD
_2542_1_c,SLC37A4
_9514_1_g,GAL3ST1
_5476_1_l,CTSA
_2720_1_l,GLB1
_2588_1_l,GALNS
_4758_1_l,NEU1
_2588_1_l_2720_1_l_4758_1_l_5476_1_l,GALNS:GLB1:NEU1:CTSA
_2720_1_l_5476_1_l,GLB1:CTSA
_2584_1_c,GALK1
_2585_2_c,GALK2
_2585_1_c,GALK2
_26290_1_g,GALNT8
_79695_1_g,GALNT12
_2589_1_g,GALNT1
_50614_1_g,GALNT9
_8693_1_g,GALNT4
_55568_2_g,GALNT10
_114805_1_g,GALNT13
_11226_1_g,GALNT6
_117248_1_g,GALNTL2
_11227_1_g,GALNT5
_55568_1_g,GALNT10
_2590_1_g,GALNT2
_51809_1_g,GALNT7
_79623_1_g,GALNT14
_63917_1_g,GALNT11
_2591_1_g,GALNT3
_2592_1_c,GALT
_2592_3_c,GALT
_2592_2_c,GALT
_7360_1_c,UGP2
_7359_1_c,_7359_1_c
_7360_2_c,UGP2
