,4,28,52,76,100,124,148,172,196,220,244,268,292,316,340,364,388,412,436,460,484,508,532,556,580,604,628,652,676,700,724,748,772,796,820,844,868,892,916,940,964,988,1012,1036,1060,1084,1108,1132,1156,1180,1204,1228,1252,1276,1300,1324,1348,1372,1396,1420,1444,1468,1492,1516,1540,1564,1588,1612,1636,1660,1684,1708,1732,1756,1780,1804,1828,1852,1876,1900,1924,1948,1972,1996,2020,2044,2068,2092,2116,2140,2164,2188,2212,2236,2260,2284,2308,2332,2356,2380,2404,2428,2452,2476,2500,2524,2548,2572,2596,2620,2644,2668,2692,2716,2740,2764,2788,2812,2836,2860,2884,2908,2932,2956,2980,3004,3028,3052,3076,3100,3124,3148,3172,3196,3220,3244,3268,3292,3316,3340,3364,3388,3412,3436,3460,3484,3508,3532,3556,3580,3604,3628,3652,3676,3700,3724,3748,3772,3796,3820,3844,3868,3892,3916,3940,3964,3988,4012,4036,4060,4084,4108,4132,4156,4180,4204,4228,4252,4276,4300,4324,4348,4372,4396,4420,4444,4468,4492,4516,4540,4564,4588,4612,4636,4660,4684,4708,4732,4756,4780,4804,4828,4852,4876,4900,4924,4948,4972,4996,5020,5044,5068,5092,5116,5140,5164,5188,5212,5236,5260,5284,5308,5332,5356,5380,5404,5428,5452,5476,5500,5524,5548,5572,5596,5620,5644,5668,5692,5716,5740,5764,5788,5812,5836,5860,5884,5908,5932,5956,5980,6004,6028,6052,6076,6100,6124,6148,6172,6196,6220,6244,6268,6292,6316,6340,6364,6388,6412,6436,6460,6484,6508,6532,6556,6580,6604,6628,6652,6676,6700,6724,6748,6772,6796,6820,6844,6868,6892,6916,6940,6964,6988,7012,7036,7060,7084,7108,7132,7156,7180,7204,7228,7252,7276,7300,7324,7348,7372,7396,7420,7444,7468,7492,7516,7540,7564,7588,7612,7636,7660,7684,7708,7732,7756,7780,7804,7828,7852,7876,7900,7924,7948,7972,7996,8020,8044,8068,8092,8116,8140,8164,8188,8212,8236,8260,8284,8308,8332,8356,8380,8404,8428,8452,8476,8500,8524,8548,8572,8596,8620,8644,8668,8692,8716,8740
0,1.1969406197758526e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05,1.1969406197758524e-05
